complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C2836,"Stray dogs causing fear near Lane 36 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2025-01-25,Animal Nuisance,Medium,Resolved,Dhankawadi,Street Light,17,2024-03-29,Medium,2,Neutral experience.,Completed,9092,2024-04-27,8936,9092,No,Animal Nuisance,Bibwewadi
C2837,"Stray dogs causing fear near Lane 43 in Shivajinagar, especially for kids.",Shivajinagar,Animal Nuisance,2025-03-10,Tree Falling,High,Resolved,Bibwewadi,Tree Fall,14,2024-08-12,High,1,Had to follow up multiple times.,Completed,5893,2024-06-14,6206,5893,Yes,Animal Nuisance,Shivajinagar
C2838,"Water leakage from pipeline near Lane 39 in Kharadi, needs urgent attention.",Kharadi,Water Issue,2025-01-06,Electricity Issue,Low,Resolved,Aundh,Drainage Problem,8,2024-11-25,Low,3,It was okay.,Completed,8787,2024-12-31,9250,8787,Yes,Water Issue,Kharadi
C2839,"Unauthorized parking near Lane 51 in Pimpri, causing congestion.",Pimpri,Illegal Parking,2025-03-14,Streetlight Issue,Medium,Resolved,Pashan,Illegal Construction,20,2024-12-04,Medium,2,Had to follow up multiple times.,Completed,1682,2025-02-07,1982,1682,No,Illegal Parking,Pimpri
C2840,"Stray dogs causing fear near Lane 24 in Warje, especially for kids.",Warje,Animal Nuisance,2025-03-04,Tree Falling,Low,Pending,Talegaon,Tree Fall,12,2024-03-21,Low,3,It was okay.,Completed,5491,2025-02-18,4991,5491,Yes,Animal Nuisance,Warje
C2841,"Stray dogs causing fear near Lane 68 in Bavdhan, especially for kids.",Bavdhan,Animal Nuisance,2025-03-01,Tree Falling,High,Resolved,Sinhagad Road,Sewage Overflow,6,2024-02-15,High,5,"Resolved quickly, thanks!",Completed,1174,2024-11-26,820,1174,Yes,Animal Nuisance,Bavdhan
C2842,"Uncollected garbage near Lane 22 in NIBM Road, causing health concerns.",NIBM Road,Garbage Issue,2025-03-13,Noise Pollution,Low,In Progress,Kothrud,Water Leakage,13,2024-02-18,Low,4,"Great service, very happy.",Completed,6846,2024-04-11,6632,6846,No,Garbage Issue,NIBM Road
C2843,"Unauthorized parking near Lane 51 in Kothrud, causing congestion.",Kothrud,Illegal Parking,2025-03-07,Electricity Issue,Medium,In Progress,Balewadi,Water Leakage,20,2024-02-27,Medium,1,Very poor response.,Rejected,0,,475,0,Yes,Illegal Parking,Kothrud
C2844,"Uncollected garbage near Lane 1 in Thergaon, causing health concerns.",Thergaon,Garbage Issue,2025-03-26,Tree Falling,Medium,Resolved,Kharadi,Drainage Problem,1,2024-03-07,Medium,4,"Resolved quickly, thanks!",Escalated,0,,153,0,No,Garbage Issue,Thergaon
C2845,"High noise levels from activities near Lane 45 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2025-02-19,Tree Falling,High,In Progress,Parvati,Noise Pollution,19,2024-03-12,High,5,"Resolved quickly, thanks!",Completed,8535,2025-01-15,8087,8535,Yes,Noise Pollution,Dhanori
C2846,"Water leakage from pipeline near Lane 65 in Kothrud, needs urgent attention.",Kothrud,Water Issue,2025-03-18,Tree Falling,Medium,Pending,Wakad,Tree Fall,11,2024-09-21,Medium,1,Issue still persists.,Completed,3786,2024-05-03,3589,3786,No,Water Issue,Kothrud
C2847,"Sewage overflow issue near Lane 23 in Balewadi, foul smell and waterlogging.",Balewadi,Sewage Problem,2025-01-27,Road Damage,High,Pending,Balewadi,Road Damage,14,2024-11-19,High,5,Issue handled professionally.,Completed,5307,2024-01-22,4875,5307,Yes,Sewage Problem,Balewadi
C2848,"Uncollected garbage near Lane 35 in Balewadi, causing health concerns.",Balewadi,Garbage Issue,2025-01-19,Garbage Issue,Medium,Resolved,Shivajinagar,Noise Pollution,17,2024-12-04,Medium,4,"Great service, very happy.",Completed,6616,2024-06-02,6476,6616,No,Garbage Issue,Balewadi
C2849,"Uncollected garbage near Lane 27 in Wanowrie, causing health concerns.",Wanowrie,Garbage Issue,2025-03-07,Road Damage,Medium,In Progress,Camp,Garbage Issue,7,2024-06-26,Medium,4,"Great service, very happy.",In Progress,0,,101,0,No,Garbage Issue,Wanowrie
C2850,"High noise levels from activities near Lane 4 in NIBM Road, disturbing peace.",NIBM Road,Noise Pollution,2025-03-24,Electricity Issue,Medium,Pending,Camp,Water Leakage,13,2024-08-13,Medium,2,Issue still persists.,Completed,2496,2024-06-21,2953,2496,Yes,Noise Pollution,NIBM Road
C2851,"Tree fallen near Lane 40 in Camp, blocking road and footpath.",Camp,Tree Falling,2025-02-26,Tree Falling,High,In Progress,Bibwewadi,Tree Fall,10,2024-08-22,High,5,Appreciate the fast response.,Completed,5016,2024-06-06,4735,5016,No,Tree Falling,Camp
C2852,"Sewage overflow issue near Lane 40 in Nigdi, foul smell and waterlogging.",Nigdi,Sewage Problem,2025-03-12,Tree Falling,Medium,Pending,Kondhwa,Tree Fall,12,2024-12-18,Medium,3,Took some time but resolved.,Completed,3720,2025-02-20,4181,3720,Yes,Sewage Problem,Nigdi
C2853,"Sewage overflow issue near Lane 21 in Viman Nagar, foul smell and waterlogging.",Viman Nagar,Sewage Problem,2025-03-16,Sewage Problem,High,In Progress,Erandwane,Water Leakage,12,2024-03-14,High,3,Neutral experience.,Completed,4281,2024-02-05,4484,4281,No,Sewage Problem,Viman Nagar
C2854,"Sewage overflow issue near Lane 68 in Sinhagad Road, foul smell and waterlogging.",Sinhagad Road,Sewage Problem,2025-02-05,Tree Falling,High,Pending,Dhankawadi,Drainage Problem,1,2024-10-31,High,1,Took too long to resolve.,Completed,7428,2024-12-30,7893,7428,Yes,Sewage Problem,Sinhagad Road
C2855,"Unauthorized parking near Lane 48 in Viman Nagar, causing congestion.",Viman Nagar,Illegal Parking,2025-02-21,Tree Falling,Low,Pending,Hadapsar,Sewage Overflow,1,2024-03-07,Low,5,"Great service, very happy.",In Progress,0,,74,0,No,Illegal Parking,Viman Nagar
C2856,"Sewage overflow issue near Lane 10 in Dhanori, foul smell and waterlogging.",Dhanori,Sewage Problem,2025-03-05,Electricity Issue,Low,In Progress,Parvati,Tree Fall,10,2024-11-06,Low,2,Neutral experience.,Completed,3148,2025-03-03,3232,3148,No,Sewage Problem,Dhanori
C2857,"High noise levels from activities near Lane 10 in Viman Nagar, disturbing peace.",Viman Nagar,Noise Pollution,2025-03-10,Noise Pollution,Medium,Pending,Pimpri,Sewage Overflow,3,2024-04-14,Medium,5,"Resolved quickly, thanks!",Completed,9725,2024-05-17,9385,9725,Yes,Noise Pollution,Viman Nagar
C2858,"Damaged road with potholes near Lane 57 in Swargate, dangerous for vehicles.",Swargate,Road Damage,2025-03-10,Noise Pollution,Medium,In Progress,Karvenagar,Sewage Overflow,2,2024-07-31,Medium,4,Appreciate the fast response.,Completed,9648,2024-01-19,9828,9648,No,Road Damage,Swargate
C2859,"Streetlights not working near Lane 39 in Kondhwa, causing night-time hazards.",Kondhwa,Streetlight Issue,2025-02-18,Noise Pollution,Medium,Pending,Kharadi,Illegal Construction,20,2024-05-02,Medium,5,"Great service, very happy.",Completed,5732,2024-06-06,5320,5732,Yes,Streetlight Issue,Kondhwa
C2860,"Tree fallen near Lane 14 in Deccan, blocking road and footpath.",Deccan,Tree Falling,2025-01-25,Streetlight Issue,Medium,In Progress,Talegaon,Tree Fall,10,2024-10-10,Medium,5,Very satisfied with the resolution.,In Progress,0,,187,0,No,Tree Falling,Deccan
C2861,"High noise levels from activities near Lane 44 in Wanowrie, disturbing peace.",Wanowrie,Noise Pollution,2025-01-04,Illegal Parking,Medium,In Progress,Nigdi,Street Light,1,2024-08-29,Medium,4,"Resolved quickly, thanks!",Completed,3417,2024-04-17,3697,3417,No,Noise Pollution,Wanowrie
C2862,"Stray dogs causing fear near Lane 57 in Baner, especially for kids.",Baner,Animal Nuisance,2025-01-08,Streetlight Issue,High,In Progress,Kondhwa,Animal Nuisance,1,2024-08-14,High,5,"Great service, very happy.",Completed,5865,2024-05-05,5949,5865,No,Animal Nuisance,Baner
C2863,"Streetlights not working near Lane 33 in Swargate, causing night-time hazards.",Swargate,Streetlight Issue,2025-03-18,Tree Falling,Low,In Progress,Lohegaon,Street Light,18,2024-03-09,Low,4,"Resolved quickly, thanks!",Completed,5635,2025-01-28,5891,5635,No,Streetlight Issue,Swargate
C2864,"Stray dogs causing fear near Lane 47 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2025-03-07,Animal Nuisance,High,In Progress,Pimpri,Sewage Overflow,13,2024-12-05,High,2,Took some time but resolved.,Completed,3528,2024-06-11,3616,3528,No,Animal Nuisance,Kharadi
C2865,"Streetlights not working near Lane 27 in Chinchwad, causing night-time hazards.",Chinchwad,Streetlight Issue,2025-01-25,Electricity Issue,High,In Progress,Balewadi,Sewage Overflow,16,2024-03-05,High,4,Issue handled professionally.,Completed,9973,2024-09-19,9631,9973,Yes,Streetlight Issue,Chinchwad
C2866,"Damaged road with potholes near Lane 23 in Viman Nagar, dangerous for vehicles.",Viman Nagar,Road Damage,2025-04-01,Sewage Problem,Medium,Pending,Hadapsar,Sewage Overflow,11,2024-06-22,Medium,2,Took too long to resolve.,Completed,6497,2024-02-17,6485,6497,No,Road Damage,Viman Nagar
C2867,"Damaged road with potholes near Lane 66 in Koregaon Park, dangerous for vehicles.",Koregaon Park,Road Damage,2025-02-27,Garbage Issue,Medium,In Progress,Shivajinagar,Street Light,10,2024-12-17,Medium,2,It was okay.,Completed,5478,2024-12-12,5948,5478,Yes,Road Damage,Koregaon Park
C2868,"Frequent power cuts near Lane 11 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2025-02-03,Sewage Problem,Medium,Pending,Fursungi,Sewage Overflow,8,2024-01-29,Medium,2,It was okay.,Completed,4687,2025-02-13,4510,4687,No,Electricity Issue,Bibwewadi
C2869,"Unauthorized parking near Lane 66 in Pashan, causing congestion.",Pashan,Illegal Parking,2025-01-21,Sewage Problem,High,Resolved,Bibwewadi,Garbage Issue,3,2024-02-24,High,5,Very satisfied with the resolution.,Completed,8852,2025-01-17,8961,8852,No,Illegal Parking,Pashan
C2870,"Damaged road with potholes near Lane 26 in NIBM Road, dangerous for vehicles.",NIBM Road,Road Damage,2025-03-05,Animal Nuisance,Medium,In Progress,Fursungi,Sewage Overflow,17,2024-02-13,Medium,4,"Resolved quickly, thanks!",Completed,7721,2024-05-20,7601,7721,No,Road Damage,NIBM Road
C2871,"Tree fallen near Lane 35 in Dhankawadi, blocking road and footpath.",Dhankawadi,Tree Falling,2025-02-06,Water Issue,Low,Pending,Viman Nagar,Road Damage,18,2024-10-15,Low,2,Took too long to resolve.,Completed,9274,2025-01-23,8875,9274,Yes,Tree Falling,Dhankawadi
C2872,"Uncollected garbage near Lane 61 in Pimpri, causing health concerns.",Pimpri,Garbage Issue,2025-01-23,Illegal Parking,Low,Pending,Kondhwa,Tree Fall,8,2024-09-29,Low,1,Issue still persists.,Completed,1527,2024-03-16,1520,1527,No,Garbage Issue,Pimpri
C2873,"Uncollected garbage near Lane 68 in Swargate, causing health concerns.",Swargate,Garbage Issue,2025-04-03,Noise Pollution,Medium,In Progress,Vishrantwadi,Drainage Problem,3,2024-02-11,Medium,5,Very satisfied with the resolution.,In Progress,0,,143,0,No,Garbage Issue,Swargate
C2874,"Damaged road with potholes near Lane 14 in Baner, dangerous for vehicles.",Baner,Road Damage,2025-01-17,Illegal Parking,Low,Resolved,Sinhagad Road,Sewage Overflow,13,2024-01-08,Low,4,"Great service, very happy.",Completed,4185,2024-05-14,4298,4185,No,Road Damage,Baner
C2875,"Tree fallen near Lane 10 in Parvati, blocking road and footpath.",Parvati,Tree Falling,2025-04-11,Electricity Issue,High,Resolved,Pimpri,Drainage Problem,9,2024-02-27,High,3,It was okay.,Completed,7336,2025-01-16,6854,7336,Yes,Tree Falling,Parvati
C2876,"Streetlights not working near Lane 46 in Kothrud, causing night-time hazards.",Kothrud,Streetlight Issue,2025-01-29,Garbage Issue,High,In Progress,Fursungi,Noise Pollution,3,2024-05-17,High,3,Took some time but resolved.,Rejected,0,,-47,0,No,Streetlight Issue,Kothrud
C2877,"Frequent power cuts near Lane 7 in Sinhagad Road, needs investigation.",Sinhagad Road,Electricity Issue,2025-03-14,Garbage Issue,High,Pending,Swargate,Water Leakage,18,2024-05-13,High,4,Very satisfied with the resolution.,Completed,2764,2024-11-30,2745,2764,No,Electricity Issue,Sinhagad Road
C2878,"Damaged road with potholes near Lane 45 in Sinhagad Road, dangerous for vehicles.",Sinhagad Road,Road Damage,2025-03-26,Animal Nuisance,High,In Progress,Shivajinagar,Noise Pollution,1,2024-01-04,High,4,"Resolved quickly, thanks!",Completed,4488,2024-09-02,4581,4488,No,Road Damage,Sinhagad Road
C2879,"Stray dogs causing fear near Lane 5 in Bavdhan, especially for kids.",Bavdhan,Animal Nuisance,2025-03-13,Garbage Issue,High,Resolved,Nanded,Sewage Overflow,20,2024-09-22,High,2,"Not bad, not great.",In Progress,0,,-104,0,No,Animal Nuisance,Bavdhan
C2880,"Uncollected garbage near Lane 58 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2025-02-12,Electricity Issue,High,Pending,Parvati,Tree Fall,8,2024-08-30,High,5,"Resolved quickly, thanks!",Rejected,0,,-222,0,No,Garbage Issue,Nigdi
C2881,"Unauthorized parking near Lane 51 in Koregaon Park, causing congestion.",Koregaon Park,Illegal Parking,2025-03-20,Electricity Issue,High,Resolved,Kharadi,Street Light,18,2024-10-26,High,2,Took some time but resolved.,Completed,3662,2024-02-09,4012,3662,Yes,Illegal Parking,Koregaon Park
C2882,"Stray dogs causing fear near Lane 38 in Balewadi, especially for kids.",Balewadi,Animal Nuisance,2025-01-17,Animal Nuisance,High,Pending,Hadapsar,Road Damage,18,2024-08-17,High,4,Appreciate the fast response.,Completed,1189,2024-02-15,1053,1189,No,Animal Nuisance,Balewadi
C2883,"Uncollected garbage near Lane 32 in Hadapsar, causing health concerns.",Hadapsar,Garbage Issue,2025-02-26,Illegal Parking,Medium,In Progress,Vishrantwadi,Sewage Overflow,11,2024-06-16,Medium,5,Issue handled professionally.,Completed,7533,2024-11-03,7363,7533,No,Garbage Issue,Hadapsar
C2884,"High noise levels from activities near Lane 29 in Balewadi, disturbing peace.",Balewadi,Noise Pollution,2025-02-25,Noise Pollution,Low,Resolved,Dhanori,Drainage Problem,1,2024-07-23,Low,1,Took too long to resolve.,Completed,3595,2024-08-20,3735,3595,No,Noise Pollution,Balewadi
C2885,"Unauthorized parking near Lane 46 in Model Colony, causing congestion.",Model Colony,Illegal Parking,2025-03-01,Water Issue,High,Resolved,Talegaon,Animal Nuisance,2,2024-02-11,High,4,Very satisfied with the resolution.,Completed,6302,2025-01-08,6145,6302,No,Illegal Parking,Model Colony
C2886,"Sewage overflow issue near Lane 51 in Thergaon, foul smell and waterlogging.",Thergaon,Sewage Problem,2025-03-15,Water Issue,Medium,Resolved,Bavdhan,Road Damage,18,2024-05-24,Medium,3,It was okay.,Completed,6818,2024-01-11,7139,6818,Yes,Sewage Problem,Thergaon
C2887,"Tree fallen near Lane 22 in Sinhagad Road, blocking road and footpath.",Sinhagad Road,Tree Falling,2025-01-10,Sewage Problem,High,Pending,Balewadi,Road Damage,7,2024-12-30,High,2,Took too long to resolve.,Completed,1708,2024-02-08,1662,1708,No,Tree Falling,Sinhagad Road
C2888,"Water leakage from pipeline near Lane 13 in Parvati, needs urgent attention.",Parvati,Water Issue,2025-01-21,Illegal Parking,Medium,In Progress,Camp,Animal Nuisance,12,2024-12-03,Medium,4,Very satisfied with the resolution.,Completed,4505,2024-06-23,4605,4505,No,Water Issue,Parvati
C2889,"Sewage overflow issue near Lane 67 in Swargate, foul smell and waterlogging.",Swargate,Sewage Problem,2025-04-08,Illegal Parking,Low,Resolved,Vishrantwadi,Illegal Construction,17,2024-07-16,Low,4,Very satisfied with the resolution.,Escalated,0,,224,0,No,Sewage Problem,Swargate
C2890,"Frequent power cuts near Lane 2 in Viman Nagar, needs investigation.",Viman Nagar,Electricity Issue,2025-03-24,Streetlight Issue,Low,Resolved,Pimpri,Garbage Issue,11,2024-10-20,Low,5,"Great service, very happy.",In Progress,0,,154,0,No,Electricity Issue,Viman Nagar
C2891,"Tree fallen near Lane 37 in Model Colony, blocking road and footpath.",Model Colony,Tree Falling,2025-02-28,Noise Pollution,High,Pending,Bibwewadi,Garbage Issue,14,2024-05-07,High,1,Very poor response.,In Progress,0,,-436,0,Yes,Tree Falling,Model Colony
C2892,"Frequent power cuts near Lane 27 in Chinchwad, needs investigation.",Chinchwad,Electricity Issue,2025-01-08,Sewage Problem,High,Resolved,Swargate,Animal Nuisance,1,2024-06-09,High,4,Issue handled professionally.,Completed,4297,2024-08-30,3872,4297,Yes,Electricity Issue,Chinchwad
C2893,"High noise levels from activities near Lane 66 in Wanowrie, disturbing peace.",Wanowrie,Noise Pollution,2025-02-07,Streetlight Issue,Low,Pending,Kondhwa,Water Leakage,12,2024-10-07,Low,1,Not satisfied with the service.,Completed,9366,2025-01-30,9576,9366,No,Noise Pollution,Wanowrie
C2894,"Sewage overflow issue near Lane 56 in Kothrud, foul smell and waterlogging.",Kothrud,Sewage Problem,2025-01-08,Illegal Parking,Medium,Pending,Erandwane,Drainage Problem,19,2024-05-12,Medium,5,Issue handled professionally.,Completed,920,2024-06-15,562,920,Yes,Sewage Problem,Kothrud
C2895,"Damaged road with potholes near Lane 39 in Hadapsar, dangerous for vehicles.",Hadapsar,Road Damage,2025-04-06,Noise Pollution,Low,Pending,Swargate,Drainage Problem,11,2024-07-02,Low,3,"Not bad, not great.",Completed,9140,2024-07-20,9556,9140,Yes,Road Damage,Hadapsar
C2896,"Tree fallen near Lane 29 in Wanowrie, blocking road and footpath.",Wanowrie,Tree Falling,2025-04-10,Water Issue,Medium,Pending,Pashan,Tree Fall,2,2024-11-14,Medium,4,Appreciate the fast response.,Completed,4966,2024-05-19,5380,4966,Yes,Tree Falling,Wanowrie
C2897,"Tree fallen near Lane 21 in Aundh, blocking road and footpath.",Aundh,Tree Falling,2025-01-14,Streetlight Issue,Medium,In Progress,Vishrantwadi,Animal Nuisance,12,2024-04-27,Medium,5,"Resolved quickly, thanks!",Completed,5746,2024-08-06,6073,5746,Yes,Tree Falling,Aundh
C2898,"Frequent power cuts near Lane 12 in NIBM Road, needs investigation.",NIBM Road,Electricity Issue,2025-01-19,Illegal Parking,Low,Resolved,Hadapsar,Noise Pollution,1,2024-09-04,Low,4,Issue handled professionally.,Completed,9312,2024-10-27,9416,9312,No,Electricity Issue,NIBM Road
C2899,"Damaged road with potholes near Lane 26 in Baner, dangerous for vehicles.",Baner,Road Damage,2025-03-01,Noise Pollution,Low,In Progress,Chinchwad,Animal Nuisance,17,2024-06-20,Low,3,"Not bad, not great.",Completed,8864,2024-08-28,8836,8864,No,Road Damage,Baner
C2900,"High noise levels from activities near Lane 28 in Shivajinagar, disturbing peace.",Shivajinagar,Noise Pollution,2025-02-03,Animal Nuisance,Medium,Pending,Bavdhan,Tree Fall,10,2024-09-19,Medium,2,Not satisfied with the service.,Escalated,0,,-84,0,No,Noise Pollution,Shivajinagar
C2901,"Uncollected garbage near Lane 25 in Model Colony, causing health concerns.",Model Colony,Garbage Issue,2025-03-13,Sewage Problem,Low,Pending,Parvati,Sewage Overflow,7,2024-10-06,Low,3,"Not bad, not great.",Completed,2579,2025-03-17,2383,2579,No,Garbage Issue,Model Colony
C2902,"Sewage overflow issue near Lane 20 in Kharadi, foul smell and waterlogging.",Kharadi,Sewage Problem,2025-04-09,Tree Falling,Low,In Progress,Baner,Road Damage,15,2024-11-10,Low,5,Appreciate the fast response.,Completed,2971,2024-08-27,3206,2971,No,Sewage Problem,Kharadi
C2903,"Damaged road with potholes near Lane 49 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2025-04-06,Tree Falling,Low,In Progress,Fursungi,Animal Nuisance,6,2024-03-05,Low,2,It was okay.,Completed,5071,2024-07-13,5067,5071,No,Road Damage,Kondhwa
C2904,"Frequent power cuts near Lane 51 in Thergaon, needs investigation.",Thergaon,Electricity Issue,2025-03-03,Animal Nuisance,Low,Pending,Parvati,Illegal Construction,9,2024-10-29,Low,4,Very satisfied with the resolution.,Completed,3297,2024-03-04,3087,3297,No,Electricity Issue,Thergaon
C2905,"Stray dogs causing fear near Lane 20 in Dhankawadi, especially for kids.",Dhankawadi,Animal Nuisance,2025-04-02,Animal Nuisance,Low,Resolved,Swargate,Garbage Issue,12,2024-02-12,Low,2,It was okay.,Completed,8580,2024-07-04,9019,8580,Yes,Animal Nuisance,Dhankawadi
C2906,"High noise levels from activities near Lane 39 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2025-04-01,Electricity Issue,High,Pending,Kondhwa,Water Leakage,3,2024-08-24,High,2,Had to follow up multiple times.,Rejected,0,,-399,0,Yes,Noise Pollution,Kharadi
C2907,"Stray dogs causing fear near Lane 32 in Warje, especially for kids.",Warje,Animal Nuisance,2025-01-27,Animal Nuisance,Medium,Resolved,Chinchwad,Garbage Issue,20,2024-05-20,Medium,2,Very poor response.,Completed,8669,2024-03-19,9154,8669,Yes,Animal Nuisance,Warje
C2908,"Tree fallen near Lane 57 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2025-01-10,Illegal Parking,High,In Progress,Nigdi,Noise Pollution,18,2024-09-20,High,4,"Great service, very happy.",In Progress,0,,-234,0,No,Tree Falling,Koregaon Park
C2909,"Damaged road with potholes near Lane 6 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2025-01-18,Animal Nuisance,Low,Resolved,Parvati,Drainage Problem,19,2024-06-08,Low,3,It was okay.,Completed,2019,2024-07-08,2385,2019,Yes,Road Damage,Parvati
C2910,"Tree fallen near Lane 1 in Deccan, blocking road and footpath.",Deccan,Tree Falling,2025-01-26,Garbage Issue,Low,Pending,Wakad,Street Light,5,2024-02-22,Low,2,Not satisfied with the service.,Completed,4896,2024-03-24,5363,4896,Yes,Tree Falling,Deccan
C2911,"Tree fallen near Lane 10 in NIBM Road, blocking road and footpath.",NIBM Road,Tree Falling,2025-01-09,Road Damage,High,In Progress,Bibwewadi,Illegal Construction,4,2024-05-21,High,5,Appreciate the fast response.,Completed,8242,2024-03-09,8363,8242,No,Tree Falling,NIBM Road
C2912,"High noise levels from activities near Lane 55 in Thergaon, disturbing peace.",Thergaon,Noise Pollution,2025-02-07,Illegal Parking,Low,Resolved,Warje,Noise Pollution,8,2024-06-23,Low,5,Appreciate the fast response.,Rejected,0,,473,0,Yes,Noise Pollution,Thergaon
C2913,"Unauthorized parking near Lane 59 in Kondhwa, causing congestion.",Kondhwa,Illegal Parking,2025-01-24,Electricity Issue,Medium,In Progress,Dhanori,Illegal Construction,14,2024-04-01,Medium,5,Appreciate the fast response.,Completed,3463,2025-02-14,3804,3463,Yes,Illegal Parking,Kondhwa
C2914,"Damaged road with potholes near Lane 61 in Warje, dangerous for vehicles.",Warje,Road Damage,2025-01-30,Water Issue,Medium,Resolved,Aundh,Illegal Construction,9,2024-11-21,Medium,3,Took some time but resolved.,Completed,8728,2024-02-06,9189,8728,Yes,Road Damage,Warje
C2915,"Uncollected garbage near Lane 16 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2025-02-22,Tree Falling,High,Pending,Pashan,Road Damage,10,2024-10-13,High,5,Very satisfied with the resolution.,Completed,3328,2024-10-12,3769,3328,Yes,Garbage Issue,Dhanori
C2916,"Tree fallen near Lane 52 in Kharadi, blocking road and footpath.",Kharadi,Tree Falling,2025-02-15,Water Issue,High,Pending,Pashan,Noise Pollution,13,2024-06-30,High,2,Took too long to resolve.,Completed,2855,2024-02-08,3131,2855,No,Tree Falling,Kharadi
C2917,"Uncollected garbage near Lane 63 in Erandwane, causing health concerns.",Erandwane,Garbage Issue,2025-01-18,Road Damage,Medium,Resolved,Warje,Sewage Overflow,14,2024-11-23,Medium,4,"Great service, very happy.",Escalated,0,,-498,0,Yes,Garbage Issue,Erandwane
C2918,"Uncollected garbage near Lane 55 in NIBM Road, causing health concerns.",NIBM Road,Garbage Issue,2025-03-25,Tree Falling,Medium,Resolved,Aundh,Animal Nuisance,9,2024-08-23,Medium,5,Appreciate the fast response.,In Progress,0,,-416,0,Yes,Garbage Issue,NIBM Road
C2919,"Sewage overflow issue near Lane 6 in Aundh, foul smell and waterlogging.",Aundh,Sewage Problem,2025-03-09,Road Damage,Low,Resolved,Nanded,Street Light,1,2024-07-21,Low,5,Very satisfied with the resolution.,Rejected,0,,293,0,No,Sewage Problem,Aundh
C2920,"Stray dogs causing fear near Lane 33 in Wagholi, especially for kids.",Wagholi,Animal Nuisance,2025-02-26,Water Issue,Low,Pending,Kothrud,Water Leakage,7,2024-05-06,Low,4,"Great service, very happy.",Completed,8675,2024-01-11,8502,8675,No,Animal Nuisance,Wagholi
C2921,"Streetlights not working near Lane 6 in Bibwewadi, causing night-time hazards.",Bibwewadi,Streetlight Issue,2025-02-23,Illegal Parking,Low,Pending,Shivajinagar,Animal Nuisance,14,2024-09-06,Low,4,"Great service, very happy.",Completed,921,2024-03-09,1236,921,Yes,Streetlight Issue,Bibwewadi
C2922,"High noise levels from activities near Lane 55 in Deccan, disturbing peace.",Deccan,Noise Pollution,2025-01-21,Garbage Issue,Low,Resolved,Kondhwa,Drainage Problem,6,2024-10-25,Low,4,Issue handled professionally.,Rejected,0,,-51,0,No,Noise Pollution,Deccan
C2923,"Sewage overflow issue near Lane 70 in Nigdi, foul smell and waterlogging.",Nigdi,Sewage Problem,2025-03-22,Tree Falling,Medium,In Progress,Chinchwad,Street Light,12,2024-05-31,Medium,5,"Great service, very happy.",Escalated,0,,-47,0,No,Sewage Problem,Nigdi
C2924,"Water leakage from pipeline near Lane 9 in Wagholi, needs urgent attention.",Wagholi,Water Issue,2025-03-10,Water Issue,Low,Resolved,Balewadi,Water Leakage,20,2024-01-24,Low,2,Very poor response.,Completed,6491,2024-08-07,6914,6491,Yes,Water Issue,Wagholi
C2925,"Stray dogs causing fear near Lane 60 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2025-01-22,Illegal Parking,Medium,In Progress,Lohegaon,Drainage Problem,7,2024-10-16,Medium,3,It was okay.,Rejected,0,,128,0,No,Animal Nuisance,Bibwewadi
C2926,"Water leakage from pipeline near Lane 8 in Warje, needs urgent attention.",Warje,Water Issue,2025-02-17,Electricity Issue,Medium,In Progress,Nanded,Noise Pollution,16,2024-10-25,Medium,5,Appreciate the fast response.,Completed,6421,2024-05-20,6141,6421,No,Water Issue,Warje
C2927,"Water leakage from pipeline near Lane 19 in Balewadi, needs urgent attention.",Balewadi,Water Issue,2025-02-05,Noise Pollution,High,Pending,Chinchwad,Water Leakage,1,2024-04-12,High,1,Issue still persists.,Completed,2802,2024-03-08,2455,2802,Yes,Water Issue,Balewadi
C2928,"Stray dogs causing fear near Lane 46 in Balewadi, especially for kids.",Balewadi,Animal Nuisance,2025-02-18,Tree Falling,Medium,Resolved,Wakad,Drainage Problem,12,2024-08-29,Medium,2,Very poor response.,Completed,1454,2024-06-06,1618,1454,No,Animal Nuisance,Balewadi
C2929,"Frequent power cuts near Lane 24 in Erandwane, needs investigation.",Erandwane,Electricity Issue,2025-02-23,Sewage Problem,Low,In Progress,Bibwewadi,Garbage Issue,2,2024-06-10,Low,3,"Not bad, not great.",Rejected,0,,-489,0,Yes,Electricity Issue,Erandwane
