area,department,month,total_spent,complaints_handled,avg_cost,performance
Talegaon,Environmental Protection Department,January 2024,185000,100,1850,Bad
Talegaon,Environmental Protection Department,February 2024,153010,55,2782,Bad
Talegaon,Environmental Protection Department,March 2024,102486,57,1798,Bad
Talegaon,Environmental Protection Department,April 2024,57564,78,738,Bad
Talegaon,Environmental Protection Department,May 2024,134400,96,1400,Bad
Talegaon,Environmental Protection Department,June 2024,100562,77,1306,Bad
Talegaon,Environmental Protection Department,July 2024,60858,23,2646,Good
Talegaon,Environmental Protection Department,August 2024,101440,80,1268,Bad
Talegaon,Environmental Protection Department,September 2024,71050,49,1450,Good
Talegaon,Environmental Protection Department,October 2024,67311,81,831,Bad
Talegaon,Environmental Protection Department,November 2024,72288,48,1506,Good
Talegaon,Environmental Protection Department,December 2024,165633,93,1781,Bad
Talegaon,Traffic and Transportation Department,January 2024,9405,5,1881,Good
Talegaon,Traffic and Transportation Department,February 2024,18144,16,1134,Good
Talegaon,Traffic and Transportation Department,March 2024,15975,25,639,Good
Talegaon,Traffic and Transportation Department,April 2024,202356,73,2772,Bad
Talegaon,Traffic and Transportation Department,May 2024,15431,13,1187,Good
Talegaon,Traffic and Transportation Department,June 2024,199947,83,2409,Bad
Talegaon,Traffic and Transportation Department,July 2024,140679,87,1617,Bad
Talegaon,Traffic and Transportation Department,August 2024,27638,13,2126,Good
Talegaon,Traffic and Transportation Department,September 2024,20608,8,2576,Good
Talegaon,Traffic and Transportation Department,October 2024,17792,16,1112,Good
Talegaon,Traffic and Transportation Department,November 2024,43470,63,690,Bad
Talegaon,Traffic and Transportation Department,December 2024,13086,9,1454,Good
Talegaon,Environmental Protection Department,January 2024,96178,38,2531,Good
Talegaon,Environmental Protection Department,February 2024,149760,52,2880,Bad
Talegaon,Environmental Protection Department,March 2024,72267,51,1417,Bad
Talegaon,Environmental Protection Department,April 2024,113544,72,1577,Bad
Talegaon,Environmental Protection Department,May 2024,19162,26,737,Good
Talegaon,Environmental Protection Department,June 2024,26138,14,1867,Good
Talegaon,Environmental Protection Department,July 2024,80088,94,852,Bad
Talegaon,Environmental Protection Department,August 2024,63971,53,1207,Bad
Talegaon,Environmental Protection Department,September 2024,171000,72,2375,Bad
Talegaon,Environmental Protection Department,October 2024,37177,47,791,Good
Talegaon,Environmental Protection Department,November 2024,169040,80,2113,Bad
Talegaon,Environmental Protection Department,December 2024,168935,65,2599,Bad
Talegaon,Urban Forestry and Landscaping Department,January 2024,109986,69,1594,Bad
Talegaon,Urban Forestry and Landscaping Department,February 2024,31756,34,934,Good
Talegaon,Urban Forestry and Landscaping Department,March 2024,57420,55,1044,Bad
Talegaon,Urban Forestry and Landscaping Department,April 2024,129896,52,2498,Bad
Talegaon,Urban Forestry and Landscaping Department,May 2024,60231,51,1181,Bad
Talegaon,Urban Forestry and Landscaping Department,June 2024,135184,71,1904,Bad
Talegaon,Urban Forestry and Landscaping Department,July 2024,34400,43,800,Good
Talegaon,Urban Forestry and Landscaping Department,August 2024,15092,7,2156,Good
Talegaon,Urban Forestry and Landscaping Department,September 2024,187064,67,2792,Bad
Talegaon,Urban Forestry and Landscaping Department,October 2024,5103,7,729,Good
Talegaon,Urban Forestry and Landscaping Department,November 2024,203224,76,2674,Bad
Talegaon,Urban Forestry and Landscaping Department,December 2024,67175,25,2687,Good
Talegaon,Animal Control and Welfare Department,January 2024,34706,14,2479,Good
Talegaon,Animal Control and Welfare Department,February 2024,51030,42,1215,Good
Talegaon,Animal Control and Welfare Department,March 2024,61540,85,724,Bad
Talegaon,Animal Control and Welfare Department,April 2024,73508,94,782,Bad
Talegaon,Animal Control and Welfare Department,May 2024,134310,74,1815,Bad
Talegaon,Animal Control and Welfare Department,June 2024,65856,56,1176,Bad
Talegaon,Animal Control and Welfare Department,July 2024,108275,61,1775,Bad
Talegaon,Animal Control and Welfare Department,August 2024,118580,44,2695,Good
Talegaon,Animal Control and Welfare Department,September 2024,134456,56,2401,Bad
Talegaon,Animal Control and Welfare Department,October 2024,204972,87,2356,Bad
Talegaon,Animal Control and Welfare Department,November 2024,134984,47,2872,Good
Talegaon,Animal Control and Welfare Department,December 2024,30200,40,755,Good
Talegaon,Sewerage and Drainage Department,January 2024,130962,46,2847,Good
Talegaon,Sewerage and Drainage Department,February 2024,61880,91,680,Bad
Talegaon,Sewerage and Drainage Department,March 2024,112050,75,1494,Bad
Talegaon,Sewerage and Drainage Department,April 2024,126429,51,2479,Bad
Talegaon,Sewerage and Drainage Department,May 2024,166500,74,2250,Bad
Talegaon,Sewerage and Drainage Department,June 2024,18902,13,1454,Good
Talegaon,Sewerage and Drainage Department,July 2024,48350,50,967,Bad
Talegaon,Sewerage and Drainage Department,August 2024,211512,84,2518,Bad
Talegaon,Sewerage and Drainage Department,September 2024,135976,92,1478,Bad
Talegaon,Sewerage and Drainage Department,October 2024,204692,73,2804,Bad
Talegaon,Sewerage and Drainage Department,November 2024,55024,76,724,Bad
Talegaon,Sewerage and Drainage Department,December 2024,40180,41,980,Good
Erandwane,Municipal Waste Management Department,January 2024,60260,46,1310,Good
Erandwane,Municipal Waste Management Department,February 2024,45495,27,1685,Good
Erandwane,Municipal Waste Management Department,March 2024,194884,83,2348,Bad
Erandwane,Municipal Waste Management Department,April 2024,145758,51,2858,Bad
Erandwane,Municipal Waste Management Department,May 2024,132153,87,1519,Bad
Erandwane,Municipal Waste Management Department,June 2024,60769,67,907,Bad
Erandwane,Municipal Waste Management Department,July 2024,102228,84,1217,Bad
Erandwane,Municipal Waste Management Department,August 2024,43216,73,592,Bad
Erandwane,Municipal Waste Management Department,September 2024,287532,98,2934,Bad
Erandwane,Municipal Waste Management Department,October 2024,170482,83,2054,Bad
Erandwane,Municipal Waste Management Department,November 2024,167400,90,1860,Bad
Erandwane,Municipal Waste Management Department,December 2024,140064,48,2918,Good
Erandwane,Water Supply and Sanitation Department,January 2024,49800,24,2075,Good
Erandwane,Water Supply and Sanitation Department,February 2024,159280,55,2896,Bad
Erandwane,Water Supply and Sanitation Department,March 2024,131956,44,2999,Good
Erandwane,Water Supply and Sanitation Department,April 2024,71994,26,2769,Good
Erandwane,Water Supply and Sanitation Department,May 2024,66885,49,1365,Good
Erandwane,Water Supply and Sanitation Department,June 2024,235316,89,2644,Bad
Erandwane,Water Supply and Sanitation Department,July 2024,78313,71,1103,Bad
Erandwane,Water Supply and Sanitation Department,August 2024,22460,10,2246,Good
Erandwane,Water Supply and Sanitation Department,September 2024,85470,33,2590,Good
Erandwane,Water Supply and Sanitation Department,October 2024,22264,8,2783,Good
Erandwane,Water Supply and Sanitation Department,November 2024,139806,81,1726,Bad
Erandwane,Water Supply and Sanitation Department,December 2024,83968,41,2048,Good
Erandwane,Electricity Distribution Department,January 2024,75705,35,2163,Good
Erandwane,Electricity Distribution Department,February 2024,229308,97,2364,Bad
Erandwane,Electricity Distribution Department,March 2024,71572,29,2468,Good
Erandwane,Electricity Distribution Department,April 2024,40478,37,1094,Good
Erandwane,Electricity Distribution Department,May 2024,198198,99,2002,Bad
Erandwane,Electricity Distribution Department,June 2024,41650,49,850,Good
Erandwane,Electricity Distribution Department,July 2024,7413,7,1059,Good
Erandwane,Electricity Distribution Department,August 2024,83980,76,1105,Bad
Erandwane,Electricity Distribution Department,September 2024,148401,99,1499,Bad
Erandwane,Electricity Distribution Department,October 2024,188955,65,2907,Bad
Erandwane,Electricity Distribution Department,November 2024,36326,41,886,Good
Erandwane,Electricity Distribution Department,December 2024,143468,62,2314,Bad
Erandwane,Public Works Department,January 2024,128440,52,2470,Bad
Erandwane,Public Works Department,February 2024,31093,59,527,Bad
Erandwane,Public Works Department,March 2024,117694,83,1418,Bad
Erandwane,Public Works Department,April 2024,235800,100,2358,Bad
Erandwane,Public Works Department,May 2024,140556,68,2067,Bad
Erandwane,Public Works Department,June 2024,29008,49,592,Good
Erandwane,Public Works Department,July 2024,115416,63,1832,Bad
Erandwane,Public Works Department,August 2024,126764,86,1474,Bad
Erandwane,Public Works Department,September 2024,20936,8,2617,Good
Erandwane,Public Works Department,October 2024,197032,88,2239,Bad
Erandwane,Public Works Department,November 2024,94710,77,1230,Bad
Erandwane,Public Works Department,December 2024,173755,59,2945,Bad
Erandwane,Environmental Protection Department,January 2024,172774,86,2009,Bad
Erandwane,Environmental Protection Department,February 2024,126549,43,2943,Good
Erandwane,Environmental Protection Department,March 2024,21717,9,2413,Good
Erandwane,Environmental Protection Department,April 2024,68535,45,1523,Good
Erandwane,Environmental Protection Department,May 2024,13840,16,865,Good
Erandwane,Environmental Protection Department,June 2024,121363,59,2057,Bad
Erandwane,Environmental Protection Department,July 2024,31200,32,975,Good
Erandwane,Environmental Protection Department,August 2024,34448,16,2153,Good
Erandwane,Environmental Protection Department,September 2024,57204,84,681,Bad
Erandwane,Environmental Protection Department,October 2024,126900,50,2538,Bad
Erandwane,Environmental Protection Department,November 2024,62250,83,750,Bad
Erandwane,Environmental Protection Department,December 2024,35280,35,1008,Good
Erandwane,Traffic and Transportation Department,January 2024,48794,31,1574,Good
Erandwane,Traffic and Transportation Department,February 2024,47950,35,1370,Good
Erandwane,Traffic and Transportation Department,March 2024,98943,43,2301,Good
Erandwane,Traffic and Transportation Department,April 2024,18864,8,2358,Good
Erandwane,Traffic and Transportation Department,May 2024,60144,56,1074,Bad
Erandwane,Traffic and Transportation Department,June 2024,153174,98,1563,Bad
Erandwane,Traffic and Transportation Department,July 2024,16000,8,2000,Good
Erandwane,Traffic and Transportation Department,August 2024,27311,31,881,Good
Erandwane,Traffic and Transportation Department,September 2024,219130,85,2578,Bad
Erandwane,Traffic and Transportation Department,October 2024,42300,50,846,Bad
Erandwane,Traffic and Transportation Department,November 2024,82656,36,2296,Good
Erandwane,Traffic and Transportation Department,December 2024,189720,68,2790,Bad
Erandwane,Environmental Protection Department,January 2024,19314,9,2146,Good
Erandwane,Environmental Protection Department,February 2024,160638,82,1959,Bad
Erandwane,Environmental Protection Department,March 2024,128380,49,2620,Good
Erandwane,Environmental Protection Department,April 2024,127920,52,2460,Bad
Erandwane,Environmental Protection Department,May 2024,237330,90,2637,Bad
Erandwane,Environmental Protection Department,June 2024,69660,36,1935,Good
Erandwane,Environmental Protection Department,July 2024,55784,38,1468,Good
Erandwane,Environmental Protection Department,August 2024,13785,5,2757,Good
Erandwane,Environmental Protection Department,September 2024,38928,16,2433,Good
Erandwane,Environmental Protection Department,October 2024,127413,99,1287,Bad
Erandwane,Environmental Protection Department,November 2024,149002,58,2569,Bad
Erandwane,Environmental Protection Department,December 2024,71951,31,2321,Good
Erandwane,Urban Forestry and Landscaping Department,January 2024,130086,99,1314,Bad
Erandwane,Urban Forestry and Landscaping Department,February 2024,39052,52,751,Bad
Erandwane,Urban Forestry and Landscaping Department,March 2024,234962,91,2582,Bad
Erandwane,Urban Forestry and Landscaping Department,April 2024,139968,81,1728,Bad
Erandwane,Urban Forestry and Landscaping Department,May 2024,234453,93,2521,Bad
Erandwane,Urban Forestry and Landscaping Department,June 2024,186320,68,2740,Bad
Erandwane,Urban Forestry and Landscaping Department,July 2024,128574,54,2381,Bad
Erandwane,Urban Forestry and Landscaping Department,August 2024,46144,28,1648,Good
Erandwane,Urban Forestry and Landscaping Department,September 2024,35334,13,2718,Good
Erandwane,Urban Forestry and Landscaping Department,October 2024,85115,29,2935,Good
Erandwane,Urban Forestry and Landscaping Department,November 2024,71505,45,1589,Good
Erandwane,Urban Forestry and Landscaping Department,December 2024,56888,26,2188,Good
Erandwane,Animal Control and Welfare Department,January 2024,145935,69,2115,Bad
Erandwane,Animal Control and Welfare Department,February 2024,16208,8,2026,Good
Erandwane,Animal Control and Welfare Department,March 2024,50388,34,1482,Good
Erandwane,Animal Control and Welfare Department,April 2024,130944,62,2112,Bad
Erandwane,Animal Control and Welfare Department,May 2024,88245,45,1961,Good
Erandwane,Animal Control and Welfare Department,June 2024,16960,8,2120,Good
Erandwane,Animal Control and Welfare Department,July 2024,176576,62,2848,Bad
Erandwane,Animal Control and Welfare Department,August 2024,87657,61,1437,Bad
Erandwane,Animal Control and Welfare Department,September 2024,26010,17,1530,Good
Erandwane,Animal Control and Welfare Department,October 2024,39729,19,2091,Good
Erandwane,Animal Control and Welfare Department,November 2024,106640,43,2480,Good
Erandwane,Animal Control and Welfare Department,December 2024,20332,23,884,Good
Erandwane,Sewerage and Drainage Department,January 2024,67172,28,2399,Good
Erandwane,Sewerage and Drainage Department,February 2024,66816,24,2784,Good
Erandwane,Sewerage and Drainage Department,March 2024,45549,63,723,Bad
Erandwane,Sewerage and Drainage Department,April 2024,133650,90,1485,Bad
Erandwane,Sewerage and Drainage Department,May 2024,160785,81,1985,Bad
Erandwane,Sewerage and Drainage Department,June 2024,19752,8,2469,Good
Erandwane,Sewerage and Drainage Department,July 2024,204113,91,2243,Bad
Erandwane,Sewerage and Drainage Department,August 2024,35889,21,1709,Good
Erandwane,Sewerage and Drainage Department,September 2024,61676,34,1814,Good
Erandwane,Sewerage and Drainage Department,October 2024,186975,75,2493,Bad
Erandwane,Sewerage and Drainage Department,November 2024,29870,58,515,Bad
Erandwane,Sewerage and Drainage Department,December 2024,21088,32,659,Good
Pashan,Municipal Waste Management Department,January 2024,95542,67,1426,Bad
Pashan,Municipal Waste Management Department,February 2024,48300,75,644,Bad
Pashan,Municipal Waste Management Department,March 2024,18624,32,582,Good
Pashan,Municipal Waste Management Department,April 2024,186105,95,1959,Bad
Pashan,Municipal Waste Management Department,May 2024,76112,67,1136,Bad
Pashan,Municipal Waste Management Department,June 2024,56327,23,2449,Good
Pashan,Municipal Waste Management Department,July 2024,30016,16,1876,Good
Pashan,Municipal Waste Management Department,August 2024,41384,56,739,Bad
Pashan,Municipal Waste Management Department,September 2024,50840,31,1640,Good
Pashan,Municipal Waste Management Department,October 2024,86020,92,935,Bad
Pashan,Municipal Waste Management Department,November 2024,217783,89,2447,Bad
Pashan,Municipal Waste Management Department,December 2024,98280,36,2730,Good
Pashan,Water Supply and Sanitation Department,January 2024,52740,20,2637,Good
Pashan,Water Supply and Sanitation Department,February 2024,7535,11,685,Good
Pashan,Water Supply and Sanitation Department,March 2024,105952,43,2464,Good
Pashan,Water Supply and Sanitation Department,April 2024,50950,50,1019,Bad
Pashan,Water Supply and Sanitation Department,May 2024,142272,52,2736,Bad
Pashan,Water Supply and Sanitation Department,June 2024,10535,7,1505,Good
Pashan,Water Supply and Sanitation Department,July 2024,42168,24,1757,Good
Pashan,Water Supply and Sanitation Department,August 2024,59486,49,1214,Good
Pashan,Water Supply and Sanitation Department,September 2024,141300,50,2826,Bad
Pashan,Water Supply and Sanitation Department,October 2024,65262,73,894,Bad
Pashan,Water Supply and Sanitation Department,November 2024,232802,86,2707,Bad
Pashan,Water Supply and Sanitation Department,December 2024,118755,65,1827,Bad
Pashan,Electricity Distribution Department,January 2024,79596,44,1809,Good
Pashan,Electricity Distribution Department,February 2024,98070,70,1401,Bad
Pashan,Electricity Distribution Department,March 2024,262535,91,2885,Bad
Pashan,Electricity Distribution Department,April 2024,42975,45,955,Good
Pashan,Electricity Distribution Department,May 2024,139234,86,1619,Bad
Pashan,Electricity Distribution Department,June 2024,44595,45,991,Good
Pashan,Electricity Distribution Department,July 2024,146220,60,2437,Bad
Pashan,Electricity Distribution Department,August 2024,90285,65,1389,Bad
Pashan,Electricity Distribution Department,September 2024,28800,36,800,Good
Pashan,Electricity Distribution Department,October 2024,52377,51,1027,Bad
Pashan,Electricity Distribution Department,November 2024,79520,40,1988,Good
Pashan,Electricity Distribution Department,December 2024,155325,57,2725,Bad
Pashan,Public Works Department,January 2024,97635,69,1415,Bad
Pashan,Public Works Department,February 2024,53889,69,781,Bad
Pashan,Public Works Department,March 2024,23562,21,1122,Good
Pashan,Public Works Department,April 2024,33440,19,1760,Good
Pashan,Public Works Department,May 2024,41960,40,1049,Good
Pashan,Public Works Department,June 2024,95420,52,1835,Bad
Pashan,Public Works Department,July 2024,75010,26,2885,Good
Pashan,Public Works Department,August 2024,31242,41,762,Good
Pashan,Public Works Department,September 2024,84480,48,1760,Good
Pashan,Public Works Department,October 2024,91254,67,1362,Bad
Pashan,Public Works Department,November 2024,102924,54,1906,Bad
Pashan,Public Works Department,December 2024,114108,74,1542,Bad
Pashan,Environmental Protection Department,January 2024,41470,29,1430,Good
Pashan,Environmental Protection Department,February 2024,172860,67,2580,Bad
Pashan,Environmental Protection Department,March 2024,167025,75,2227,Bad
Pashan,Environmental Protection Department,April 2024,157920,60,2632,Bad
Pashan,Environmental Protection Department,May 2024,54444,39,1396,Good
Pashan,Environmental Protection Department,June 2024,25350,39,650,Good
Pashan,Environmental Protection Department,July 2024,18360,17,1080,Good
Pashan,Environmental Protection Department,August 2024,223200,75,2976,Bad
Pashan,Environmental Protection Department,September 2024,171854,58,2963,Bad
Pashan,Environmental Protection Department,October 2024,38430,63,610,Bad
Pashan,Environmental Protection Department,November 2024,60412,22,2746,Good
Pashan,Environmental Protection Department,December 2024,126306,54,2339,Bad
Pashan,Traffic and Transportation Department,January 2024,123410,82,1505,Bad
Pashan,Traffic and Transportation Department,February 2024,30173,11,2743,Good
Pashan,Traffic and Transportation Department,March 2024,55725,75,743,Bad
Pashan,Traffic and Transportation Department,April 2024,136515,57,2395,Bad
Pashan,Traffic and Transportation Department,May 2024,53485,95,563,Bad
Pashan,Traffic and Transportation Department,June 2024,36520,55,664,Bad
Pashan,Traffic and Transportation Department,July 2024,15600,6,2600,Good
Pashan,Traffic and Transportation Department,August 2024,36128,32,1129,Good
Pashan,Traffic and Transportation Department,September 2024,97960,40,2449,Good
Pashan,Traffic and Transportation Department,October 2024,171395,59,2905,Bad
Pashan,Traffic and Transportation Department,November 2024,40500,50,810,Bad
Pashan,Traffic and Transportation Department,December 2024,171684,76,2259,Bad
Pashan,Environmental Protection Department,January 2024,22752,36,632,Good
Pashan,Environmental Protection Department,February 2024,21084,28,753,Good
Pashan,Environmental Protection Department,March 2024,103590,45,2302,Good
Pashan,Environmental Protection Department,April 2024,25696,32,803,Good
Pashan,Environmental Protection Department,May 2024,46283,31,1493,Good
Pashan,Environmental Protection Department,June 2024,163372,94,1738,Bad
Pashan,Environmental Protection Department,July 2024,20909,29,721,Good
Pashan,Environmental Protection Department,August 2024,48020,35,1372,Good
Pashan,Environmental Protection Department,September 2024,105408,72,1464,Bad
Pashan,Environmental Protection Department,October 2024,126588,77,1644,Bad
Pashan,Environmental Protection Department,November 2024,147630,57,2590,Bad
Pashan,Environmental Protection Department,December 2024,66430,35,1898,Good
Pashan,Urban Forestry and Landscaping Department,January 2024,98164,92,1067,Bad
Pashan,Urban Forestry and Landscaping Department,February 2024,107707,37,2911,Good
Pashan,Urban Forestry and Landscaping Department,March 2024,90618,33,2746,Good
Pashan,Urban Forestry and Landscaping Department,April 2024,125742,57,2206,Bad
Pashan,Urban Forestry and Landscaping Department,May 2024,27384,42,652,Good
Pashan,Urban Forestry and Landscaping Department,June 2024,44469,27,1647,Good
Pashan,Urban Forestry and Landscaping Department,July 2024,165360,60,2756,Bad
Pashan,Urban Forestry and Landscaping Department,August 2024,187440,80,2343,Bad
Pashan,Urban Forestry and Landscaping Department,September 2024,210744,72,2927,Bad
Pashan,Urban Forestry and Landscaping Department,October 2024,32802,14,2343,Good
Pashan,Urban Forestry and Landscaping Department,November 2024,171976,83,2072,Bad
Pashan,Urban Forestry and Landscaping Department,December 2024,128856,91,1416,Bad
Pashan,Animal Control and Welfare Department,January 2024,11540,20,577,Good
Pashan,Animal Control and Welfare Department,February 2024,64125,45,1425,Good
Pashan,Animal Control and Welfare Department,March 2024,32070,30,1069,Good
Pashan,Animal Control and Welfare Department,April 2024,37368,36,1038,Good
Pashan,Animal Control and Welfare Department,May 2024,14274,18,793,Good
Pashan,Animal Control and Welfare Department,June 2024,110577,87,1271,Bad
Pashan,Animal Control and Welfare Department,July 2024,248985,99,2515,Bad
Pashan,Animal Control and Welfare Department,August 2024,64832,64,1013,Bad
Pashan,Animal Control and Welfare Department,September 2024,191232,96,1992,Bad
Pashan,Animal Control and Welfare Department,October 2024,235316,89,2644,Bad
Pashan,Animal Control and Welfare Department,November 2024,39766,59,674,Bad
Pashan,Animal Control and Welfare Department,December 2024,66435,43,1545,Good
Pashan,Sewerage and Drainage Department,January 2024,71604,81,884,Bad
Pashan,Sewerage and Drainage Department,February 2024,203130,90,2257,Bad
Pashan,Sewerage and Drainage Department,March 2024,252540,92,2745,Bad
Pashan,Sewerage and Drainage Department,April 2024,13243,17,779,Good
Pashan,Sewerage and Drainage Department,May 2024,175440,68,2580,Bad
Pashan,Sewerage and Drainage Department,June 2024,63325,25,2533,Good
Pashan,Sewerage and Drainage Department,July 2024,47532,34,1398,Good
Pashan,Sewerage and Drainage Department,August 2024,180954,81,2234,Bad
Pashan,Sewerage and Drainage Department,September 2024,30362,34,893,Good
Pashan,Sewerage and Drainage Department,October 2024,122040,72,1695,Bad
Pashan,Sewerage and Drainage Department,November 2024,95880,94,1020,Bad
Pashan,Sewerage and Drainage Department,December 2024,114192,39,2928,Good
Dhanori,Municipal Waste Management Department,January 2024,19955,13,1535,Good
Dhanori,Municipal Waste Management Department,February 2024,58994,26,2269,Good
Dhanori,Municipal Waste Management Department,March 2024,7605,13,585,Good
Dhanori,Municipal Waste Management Department,April 2024,15100,10,1510,Good
Dhanori,Municipal Waste Management Department,May 2024,43320,20,2166,Good
Dhanori,Municipal Waste Management Department,June 2024,37634,62,607,Bad
Dhanori,Municipal Waste Management Department,July 2024,111250,50,2225,Bad
Dhanori,Municipal Waste Management Department,August 2024,70462,49,1438,Good
Dhanori,Municipal Waste Management Department,September 2024,260806,91,2866,Bad
Dhanori,Municipal Waste Management Department,October 2024,79287,57,1391,Bad
Dhanori,Municipal Waste Management Department,November 2024,122450,62,1975,Bad
Dhanori,Municipal Waste Management Department,December 2024,63204,92,687,Bad
Dhanori,Water Supply and Sanitation Department,January 2024,99540,35,2844,Good
Dhanori,Water Supply and Sanitation Department,February 2024,196812,66,2982,Bad
Dhanori,Water Supply and Sanitation Department,March 2024,193563,67,2889,Bad
Dhanori,Water Supply and Sanitation Department,April 2024,212168,88,2411,Bad
Dhanori,Water Supply and Sanitation Department,May 2024,64680,70,924,Bad
Dhanori,Water Supply and Sanitation Department,June 2024,295500,100,2955,Bad
Dhanori,Water Supply and Sanitation Department,July 2024,65104,26,2504,Good
Dhanori,Water Supply and Sanitation Department,August 2024,75400,50,1508,Bad
Dhanori,Water Supply and Sanitation Department,September 2024,48202,77,626,Bad
Dhanori,Water Supply and Sanitation Department,October 2024,20400,20,1020,Good
Dhanori,Water Supply and Sanitation Department,November 2024,48638,83,586,Bad
Dhanori,Water Supply and Sanitation Department,December 2024,9490,10,949,Good
Dhanori,Electricity Distribution Department,January 2024,165217,71,2327,Bad
Dhanori,Electricity Distribution Department,February 2024,110789,49,2261,Good
Dhanori,Electricity Distribution Department,March 2024,64819,53,1223,Bad
Dhanori,Electricity Distribution Department,April 2024,15672,6,2612,Good
Dhanori,Electricity Distribution Department,May 2024,12684,6,2114,Good
Dhanori,Electricity Distribution Department,June 2024,23157,31,747,Good
Dhanori,Electricity Distribution Department,July 2024,163842,83,1974,Bad
Dhanori,Electricity Distribution Department,August 2024,25959,17,1527,Good
Dhanori,Electricity Distribution Department,September 2024,233472,96,2432,Bad
Dhanori,Electricity Distribution Department,October 2024,133551,99,1349,Bad
Dhanori,Electricity Distribution Department,November 2024,139945,65,2153,Bad
Dhanori,Electricity Distribution Department,December 2024,58368,48,1216,Good
Dhanori,Public Works Department,January 2024,36720,17,2160,Good
Dhanori,Public Works Department,February 2024,56025,75,747,Bad
Dhanori,Public Works Department,March 2024,123552,78,1584,Bad
Dhanori,Public Works Department,April 2024,43907,83,529,Bad
Dhanori,Public Works Department,May 2024,21166,19,1114,Good
Dhanori,Public Works Department,June 2024,61042,46,1327,Good
Dhanori,Public Works Department,July 2024,39624,52,762,Bad
Dhanori,Public Works Department,August 2024,39556,62,638,Bad
Dhanori,Public Works Department,September 2024,12150,9,1350,Good
Dhanori,Public Works Department,October 2024,17823,13,1371,Good
Dhanori,Public Works Department,November 2024,220770,90,2453,Bad
Dhanori,Public Works Department,December 2024,125040,80,1563,Bad
Dhanori,Environmental Protection Department,January 2024,233155,85,2743,Bad
Dhanori,Environmental Protection Department,February 2024,191520,84,2280,Bad
Dhanori,Environmental Protection Department,March 2024,39100,20,1955,Good
Dhanori,Environmental Protection Department,April 2024,12000,16,750,Good
Dhanori,Environmental Protection Department,May 2024,122808,84,1462,Bad
Dhanori,Environmental Protection Department,June 2024,42256,16,2641,Good
Dhanori,Environmental Protection Department,July 2024,63963,69,927,Bad
Dhanori,Environmental Protection Department,August 2024,35145,15,2343,Good
Dhanori,Environmental Protection Department,September 2024,85340,68,1255,Bad
Dhanori,Environmental Protection Department,October 2024,190980,90,2122,Bad
Dhanori,Environmental Protection Department,November 2024,30440,20,1522,Good
Dhanori,Environmental Protection Department,December 2024,72012,68,1059,Bad
Dhanori,Traffic and Transportation Department,January 2024,127552,64,1993,Bad
Dhanori,Traffic and Transportation Department,February 2024,136316,53,2572,Bad
Dhanori,Traffic and Transportation Department,March 2024,73843,77,959,Bad
Dhanori,Traffic and Transportation Department,April 2024,98235,59,1665,Bad
Dhanori,Traffic and Transportation Department,May 2024,53460,22,2430,Good
Dhanori,Traffic and Transportation Department,June 2024,8744,8,1093,Good
Dhanori,Traffic and Transportation Department,July 2024,80520,61,1320,Bad
Dhanori,Traffic and Transportation Department,August 2024,110025,75,1467,Bad
Dhanori,Traffic and Transportation Department,September 2024,135499,91,1489,Bad
Dhanori,Traffic and Transportation Department,October 2024,11310,15,754,Good
Dhanori,Traffic and Transportation Department,November 2024,70800,80,885,Bad
Dhanori,Traffic and Transportation Department,December 2024,214594,82,2617,Bad
Dhanori,Environmental Protection Department,January 2024,239847,93,2579,Bad
Dhanori,Environmental Protection Department,February 2024,278586,99,2814,Bad
Dhanori,Environmental Protection Department,March 2024,21588,28,771,Good
Dhanori,Environmental Protection Department,April 2024,182016,96,1896,Bad
Dhanori,Environmental Protection Department,May 2024,13815,15,921,Good
Dhanori,Environmental Protection Department,June 2024,29360,40,734,Good
Dhanori,Environmental Protection Department,July 2024,18882,9,2098,Good
Dhanori,Environmental Protection Department,August 2024,79990,38,2105,Good
Dhanori,Environmental Protection Department,September 2024,70773,93,761,Bad
Dhanori,Environmental Protection Department,October 2024,39000,15,2600,Good
Dhanori,Environmental Protection Department,November 2024,243610,85,2866,Bad
Dhanori,Environmental Protection Department,December 2024,181500,66,2750,Bad
Dhanori,Urban Forestry and Landscaping Department,January 2024,4445,5,889,Good
Dhanori,Urban Forestry and Landscaping Department,February 2024,26388,36,733,Good
Dhanori,Urban Forestry and Landscaping Department,March 2024,258825,87,2975,Bad
Dhanori,Urban Forestry and Landscaping Department,April 2024,107744,91,1184,Bad
Dhanori,Urban Forestry and Landscaping Department,May 2024,28120,38,740,Good
Dhanori,Urban Forestry and Landscaping Department,June 2024,57040,20,2852,Good
Dhanori,Urban Forestry and Landscaping Department,July 2024,123684,66,1874,Bad
Dhanori,Urban Forestry and Landscaping Department,August 2024,88998,42,2119,Good
Dhanori,Urban Forestry and Landscaping Department,September 2024,90342,63,1434,Bad
Dhanori,Urban Forestry and Landscaping Department,October 2024,18120,12,1510,Good
Dhanori,Urban Forestry and Landscaping Department,November 2024,66082,37,1786,Good
Dhanori,Urban Forestry and Landscaping Department,December 2024,2875,5,575,Good
Dhanori,Animal Control and Welfare Department,January 2024,115192,77,1496,Bad
Dhanori,Animal Control and Welfare Department,February 2024,140208,69,2032,Bad
Dhanori,Animal Control and Welfare Department,March 2024,169824,58,2928,Bad
Dhanori,Animal Control and Welfare Department,April 2024,34038,62,549,Bad
