area,department,month,total_spent,complaints_handled,avg_cost
Chinchwad,Municipal Waste Management Department,2024-11,95530,82,1165
Chinchwad,Municipal Waste Management Department,2024-12,6060,5,1212
Chinchwad,Water Supply and Sanitation Department,2024-01,97716,51,1916
Chinchwad,Water Supply and Sanitation Department,2024-02,75260,53,1420
Chinchwad,Water Supply and Sanitation Department,2024-03,94392,69,1368
Chinchwad,Water Supply and Sanitation Department,2024-04,52146,18,2897
Chinchwad,Water Supply and Sanitation Department,2024-05,179434,73,2458
Chinchwad,Water Supply and Sanitation Department,2024-06,15224,22,692
Chinchwad,Water Supply and Sanitation Department,2024-07,100372,92,1091
Chinchwad,Water Supply and Sanitation Department,2024-08,40368,29,1392
Chinchwad,Water Supply and Sanitation Department,2024-09,101196,54,1874
Chinchwad,Water Supply and Sanitation Department,2024-10,169092,66,2562
Chinchwad,Water Supply and Sanitation Department,2024-11,240963,93,2591
Chinchwad,Water Supply and Sanitation Department,2024-12,156708,54,2902
Chinchwad,Electricity Distribution Department,2024-01,186362,86,2167
Chinchwad,Electricity Distribution Department,2024-02,96222,58,1659
Chinchwad,Electricity Distribution Department,2024-03,38418,38,1011
Chinchwad,Electricity Distribution Department,2024-04,70135,83,845
Chinchwad,Electricity Distribution Department,2024-05,223872,96,2332
Chinchwad,Electricity Distribution Department,2024-06,82208,28,2936
Chinchwad,Electricity Distribution Department,2024-07,194568,66,2948
Chinchwad,Electricity Distribution Department,2024-08,93504,64,1461
Chinchwad,Electricity Distribution Department,2024-09,98016,96,1021
Chinchwad,Electricity Distribution Department,2024-10,69000,50,1380
Chinchwad,Electricity Distribution Department,2024-11,71872,64,1123
Chinchwad,Electricity Distribution Department,2024-12,60200,25,2408
Chinchwad,Public Works Department,2024-01,137061,97,1413
Chinchwad,Public Works Department,2024-02,62540,59,1060
Chinchwad,Public Works Department,2024-03,116335,53,2195
Chinchwad,Public Works Department,2024-04,158235,55,2877
Chinchwad,Public Works Department,2024-05,86034,39,2206
Chinchwad,Public Works Department,2024-06,20952,12,1746
Chinchwad,Public Works Department,2024-07,56394,26,2169
Chinchwad,Public Works Department,2024-08,69180,30,2306
Chinchwad,Public Works Department,2024-09,66830,41,1630
Chinchwad,Public Works Department,2024-10,10098,9,1122
Chinchwad,Public Works Department,2024-11,202540,95,2132
Chinchwad,Public Works Department,2024-12,220131,93,2367
Chinchwad,Environmental Protection Department,2024-01,18081,7,2583
Chinchwad,Environmental Protection Department,2024-02,118534,94,1261
Chinchwad,Environmental Protection Department,2024-03,112896,84,1344
Chinchwad,Environmental Protection Department,2024-04,158522,67,2366
Chinchwad,Environmental Protection Department,2024-05,96885,45,2153
Chinchwad,Environmental Protection Department,2024-06,74014,46,1609
Chinchwad,Environmental Protection Department,2024-07,86670,81,1070
Chinchwad,Environmental Protection Department,2024-08,146350,50,2927
Chinchwad,Environmental Protection Department,2024-09,194107,73,2659
Chinchwad,Environmental Protection Department,2024-10,45612,18,2534
Chinchwad,Environmental Protection Department,2024-11,70642,26,2717
Chinchwad,Environmental Protection Department,2024-12,178945,65,2753
Chinchwad,Traffic and Transportation Department,2024-01,215379,81,2659
Chinchwad,Traffic and Transportation Department,2024-02,128384,64,2006
Chinchwad,Traffic and Transportation Department,2024-03,69108,52,1329
Chinchwad,Traffic and Transportation Department,2024-04,101346,57,1778
Chinchwad,Traffic and Transportation Department,2024-05,5265,5,1053
Chinchwad,Traffic and Transportation Department,2024-06,61841,71,871
Chinchwad,Traffic and Transportation Department,2024-07,233680,80,2921
Chinchwad,Traffic and Transportation Department,2024-08,16576,28,592
Chinchwad,Traffic and Transportation Department,2024-09,85188,62,1374
Chinchwad,Traffic and Transportation Department,2024-10,83097,63,1319
Chinchwad,Traffic and Transportation Department,2024-11,112961,43,2627
Chinchwad,Traffic and Transportation Department,2024-12,124992,96,1302
Chinchwad,Environmental Protection Department,2024-01,48492,36,1347
Chinchwad,Environmental Protection Department,2024-02,133520,80,1669
Chinchwad,Environmental Protection Department,2024-03,119890,95,1262
Chinchwad,Environmental Protection Department,2024-04,17928,9,1992
Chinchwad,Environmental Protection Department,2024-05,109039,37,2947
Chinchwad,Environmental Protection Department,2024-06,76360,40,1909
Chinchwad,Environmental Protection Department,2024-07,84492,36,2347
Chinchwad,Environmental Protection Department,2024-08,36221,29,1249
Chinchwad,Environmental Protection Department,2024-09,121344,48,2528
Chinchwad,Environmental Protection Department,2024-10,118176,48,2462
Chinchwad,Environmental Protection Department,2024-11,17283,7,2469
Chinchwad,Environmental Protection Department,2024-12,37032,24,1543
Chinchwad,Urban Forestry and Landscaping Department,2024-01,36080,44,820
Chinchwad,Urban Forestry and Landscaping Department,2024-02,79772,49,1628
Chinchwad,Urban Forestry and Landscaping Department,2024-03,147002,62,2371
Chinchwad,Urban Forestry and Landscaping Department,2024-04,108477,51,2127
Chinchwad,Urban Forestry and Landscaping Department,2024-05,81702,89,918
Chinchwad,Urban Forestry and Landscaping Department,2024-06,48330,18,2685
Chinchwad,Urban Forestry and Landscaping Department,2024-07,76228,34,2242
Chinchwad,Urban Forestry and Landscaping Department,2024-08,53960,19,2840
Chinchwad,Urban Forestry and Landscaping Department,2024-09,45115,35,1289
Chinchwad,Urban Forestry and Landscaping Department,2024-10,83376,48,1737
Chinchwad,Urban Forestry and Landscaping Department,2024-11,236562,89,2658
Chinchwad,Urban Forestry and Landscaping Department,2024-12,74052,34,2178
Chinchwad,Animal Control and Welfare Department,2024-01,177800,70,2540
Chinchwad,Animal Control and Welfare Department,2024-02,133218,54,2467
Chinchwad,Animal Control and Welfare Department,2024-03,90558,78,1161
Chinchwad,Animal Control and Welfare Department,2024-04,80934,41,1974
Chinchwad,Animal Control and Welfare Department,2024-05,50193,27,1859
Chinchwad,Animal Control and Welfare Department,2024-06,115665,55,2103
Chinchwad,Animal Control and Welfare Department,2024-07,3765,5,753
Chinchwad,Animal Control and Welfare Department,2024-08,88815,31,2865
Chinchwad,Animal Control and Welfare Department,2024-09,57771,49,1179
Chinchwad,Animal Control and Welfare Department,2024-10,98256,46,2136
Chinchwad,Animal Control and Welfare Department,2024-11,34797,21,1657
Chinchwad,Animal Control and Welfare Department,2024-12,54568,19,2872
Chinchwad,Sewerage and Drainage Department,2024-01,107200,80,1340
Chinchwad,Sewerage and Drainage Department,2024-02,77790,30,2593
Chinchwad,Sewerage and Drainage Department,2024-03,173972,62,2806
Chinchwad,Sewerage and Drainage Department,2024-04,50577,23,2199
Chinchwad,Sewerage and Drainage Department,2024-05,103312,44,2348
Chinchwad,Sewerage and Drainage Department,2024-06,41925,15,2795
Chinchwad,Sewerage and Drainage Department,2024-07,5008,8,626
Chinchwad,Sewerage and Drainage Department,2024-08,110884,38,2918
Chinchwad,Sewerage and Drainage Department,2024-09,20496,14,1464
Chinchwad,Sewerage and Drainage Department,2024-10,62706,21,2986
Chinchwad,Sewerage and Drainage Department,2024-11,87552,32,2736
Chinchwad,Sewerage and Drainage Department,2024-12,64960,58,1120
Talegaon,Municipal Waste Management Department,2024-01,81700,76,1075
Talegaon,Municipal Waste Management Department,2024-02,151476,78,1942
Talegaon,Municipal Waste Management Department,2024-03,90343,43,2101
Talegaon,Municipal Waste Management Department,2024-04,156292,82,1906
Talegaon,Municipal Waste Management Department,2024-05,158050,58,2725
Talegaon,Municipal Waste Management Department,2024-06,33516,63,532
Talegaon,Municipal Waste Management Department,2024-07,28288,26,1088
Talegaon,Municipal Waste Management Department,2024-08,14826,14,1059
Talegaon,Municipal Waste Management Department,2024-09,120351,77,1563
Talegaon,Municipal Waste Management Department,2024-10,49467,33,1499
Talegaon,Municipal Waste Management Department,2024-11,11949,21,569
Talegaon,Municipal Waste Management Department,2024-12,202680,90,2252
Talegaon,Water Supply and Sanitation Department,2024-01,108603,99,1097
Talegaon,Water Supply and Sanitation Department,2024-02,20558,19,1082
Talegaon,Water Supply and Sanitation Department,2024-03,65343,69,947
Talegaon,Water Supply and Sanitation Department,2024-04,87300,30,2910
Talegaon,Water Supply and Sanitation Department,2024-05,75153,39,1927
Talegaon,Water Supply and Sanitation Department,2024-06,19488,12,1624
Talegaon,Water Supply and Sanitation Department,2024-07,21528,24,897
Talegaon,Water Supply and Sanitation Department,2024-08,137712,57,2416
Talegaon,Water Supply and Sanitation Department,2024-09,201684,84,2401
Talegaon,Water Supply and Sanitation Department,2024-10,52142,29,1798
Talegaon,Water Supply and Sanitation Department,2024-11,117369,69,1701
Talegaon,Water Supply and Sanitation Department,2024-12,88736,59,1504
Talegaon,Electricity Distribution Department,2024-01,122910,51,2410
Talegaon,Electricity Distribution Department,2024-02,73116,27,2708
Talegaon,Electricity Distribution Department,2024-03,114120,40,2853
Talegaon,Electricity Distribution Department,2024-04,86450,50,1729
Talegaon,Electricity Distribution Department,2024-05,233129,79,2951
Talegaon,Electricity Distribution Department,2024-06,43146,51,846
Talegaon,Electricity Distribution Department,2024-07,45408,24,1892
Talegaon,Electricity Distribution Department,2024-08,75573,81,933
Talegaon,Electricity Distribution Department,2024-09,161238,77,2094
Talegaon,Electricity Distribution Department,2024-10,113430,95,1194
Talegaon,Electricity Distribution Department,2024-11,46230,67,690
Talegaon,Electricity Distribution Department,2024-12,35152,26,1352
Talegaon,Public Works Department,2024-01,28000,25,1120
Talegaon,Public Works Department,2024-02,33408,12,2784
Talegaon,Public Works Department,2024-03,16227,9,1803
Talegaon,Public Works Department,2024-04,125106,87,1438
Talegaon,Public Works Department,2024-05,183890,74,2485
Talegaon,Public Works Department,2024-06,63687,69,923
Talegaon,Public Works Department,2024-07,95316,94,1014
Talegaon,Public Works Department,2024-08,75050,95,790
Talegaon,Public Works Department,2024-09,50575,17,2975
Talegaon,Public Works Department,2024-10,262176,96,2731
Talegaon,Public Works Department,2024-11,97662,41,2382
Talegaon,Public Works Department,2024-12,54234,46,1179
Talegaon,Environmental Protection Department,2024-01,185000,100,1850
Talegaon,Environmental Protection Department,2024-02,153010,55,2782
Talegaon,Environmental Protection Department,2024-03,102486,57,1798
Talegaon,Environmental Protection Department,2024-04,57564,78,738
Talegaon,Environmental Protection Department,2024-05,134400,96,1400
Talegaon,Environmental Protection Department,2024-06,100562,77,1306
Talegaon,Environmental Protection Department,2024-07,60858,23,2646
Talegaon,Environmental Protection Department,2024-08,101440,80,1268
Talegaon,Environmental Protection Department,2024-09,71050,49,1450
Talegaon,Environmental Protection Department,2024-10,67311,81,831
Talegaon,Environmental Protection Department,2024-11,72288,48,1506
Talegaon,Environmental Protection Department,2024-12,165633,93,1781
Talegaon,Traffic and Transportation Department,2024-01,9405,5,1881
Talegaon,Traffic and Transportation Department,2024-02,18144,16,1134
Talegaon,Traffic and Transportation Department,2024-03,15975,25,639
Talegaon,Traffic and Transportation Department,2024-04,202356,73,2772
Talegaon,Traffic and Transportation Department,2024-05,15431,13,1187
Talegaon,Traffic and Transportation Department,2024-06,199947,83,2409
Talegaon,Traffic and Transportation Department,2024-07,140679,87,1617
Talegaon,Traffic and Transportation Department,2024-08,27638,13,2126
Talegaon,Traffic and Transportation Department,2024-09,20608,8,2576
Talegaon,Traffic and Transportation Department,2024-10,17792,16,1112
Talegaon,Traffic and Transportation Department,2024-11,43470,63,690
Talegaon,Traffic and Transportation Department,2024-12,13086,9,1454
Talegaon,Environmental Protection Department,2024-01,96178,38,2531
Talegaon,Environmental Protection Department,2024-02,149760,52,2880
Talegaon,Environmental Protection Department,2024-03,72267,51,1417
Talegaon,Environmental Protection Department,2024-04,113544,72,1577
Talegaon,Environmental Protection Department,2024-05,19162,26,737
Talegaon,Environmental Protection Department,2024-06,26138,14,1867
Talegaon,Environmental Protection Department,2024-07,80088,94,852
Talegaon,Environmental Protection Department,2024-08,63971,53,1207
Talegaon,Environmental Protection Department,2024-09,171000,72,2375
Talegaon,Environmental Protection Department,2024-10,37177,47,791
Talegaon,Environmental Protection Department,2024-11,169040,80,2113
Talegaon,Environmental Protection Department,2024-12,168935,65,2599
Talegaon,Urban Forestry and Landscaping Department,2024-01,109986,69,1594
Talegaon,Urban Forestry and Landscaping Department,2024-02,31756,34,934
Talegaon,Urban Forestry and Landscaping Department,2024-03,57420,55,1044
Talegaon,Urban Forestry and Landscaping Department,2024-04,129896,52,2498
Talegaon,Urban Forestry and Landscaping Department,2024-05,60231,51,1181
Talegaon,Urban Forestry and Landscaping Department,2024-06,135184,71,1904
Talegaon,Urban Forestry and Landscaping Department,2024-07,34400,43,800
Talegaon,Urban Forestry and Landscaping Department,2024-08,15092,7,2156
Talegaon,Urban Forestry and Landscaping Department,2024-09,187064,67,2792
Talegaon,Urban Forestry and Landscaping Department,2024-10,5103,7,729
Talegaon,Urban Forestry and Landscaping Department,2024-11,203224,76,2674
Talegaon,Urban Forestry and Landscaping Department,2024-12,67175,25,2687
Talegaon,Animal Control and Welfare Department,2024-01,34706,14,2479
Talegaon,Animal Control and Welfare Department,2024-02,51030,42,1215
Talegaon,Animal Control and Welfare Department,2024-03,61540,85,724
Talegaon,Animal Control and Welfare Department,2024-04,73508,94,782
Talegaon,Animal Control and Welfare Department,2024-05,134310,74,1815
Talegaon,Animal Control and Welfare Department,2024-06,65856,56,1176
Talegaon,Animal Control and Welfare Department,2024-07,108275,61,1775
Talegaon,Animal Control and Welfare Department,2024-08,118580,44,2695
Talegaon,Animal Control and Welfare Department,2024-09,134456,56,2401
Talegaon,Animal Control and Welfare Department,2024-10,204972,87,2356
Talegaon,Animal Control and Welfare Department,2024-11,134984,47,2872
Talegaon,Animal Control and Welfare Department,2024-12,30200,40,755
Talegaon,Sewerage and Drainage Department,2024-01,130962,46,2847
Talegaon,Sewerage and Drainage Department,2024-02,61880,91,680
Talegaon,Sewerage and Drainage Department,2024-03,112050,75,1494
Talegaon,Sewerage and Drainage Department,2024-04,126429,51,2479
Talegaon,Sewerage and Drainage Department,2024-05,166500,74,2250
Talegaon,Sewerage and Drainage Department,2024-06,18902,13,1454
Talegaon,Sewerage and Drainage Department,2024-07,48350,50,967
Talegaon,Sewerage and Drainage Department,2024-08,211512,84,2518
Talegaon,Sewerage and Drainage Department,2024-09,135976,92,1478
Talegaon,Sewerage and Drainage Department,2024-10,204692,73,2804
Talegaon,Sewerage and Drainage Department,2024-11,55024,76,724
Talegaon,Sewerage and Drainage Department,2024-12,40180,41,980
Erandwane,Municipal Waste Management Department,2024-01,60260,46,1310
Erandwane,Municipal Waste Management Department,2024-02,45495,27,1685
Erandwane,Municipal Waste Management Department,2024-03,194884,83,2348
Erandwane,Municipal Waste Management Department,2024-04,145758,51,2858
Erandwane,Municipal Waste Management Department,2024-05,132153,87,1519
Erandwane,Municipal Waste Management Department,2024-06,60769,67,907
Erandwane,Municipal Waste Management Department,2024-07,102228,84,1217
Erandwane,Municipal Waste Management Department,2024-08,43216,73,592
Erandwane,Municipal Waste Management Department,2024-09,287532,98,2934
Erandwane,Municipal Waste Management Department,2024-10,170482,83,2054
Erandwane,Municipal Waste Management Department,2024-11,167400,90,1860
Erandwane,Municipal Waste Management Department,2024-12,140064,48,2918
Erandwane,Water Supply and Sanitation Department,2024-01,49800,24,2075
Erandwane,Water Supply and Sanitation Department,2024-02,159280,55,2896
Erandwane,Water Supply and Sanitation Department,2024-03,131956,44,2999
Erandwane,Water Supply and Sanitation Department,2024-04,71994,26,2769
Erandwane,Water Supply and Sanitation Department,2024-05,66885,49,1365
Erandwane,Water Supply and Sanitation Department,2024-06,235316,89,2644
Erandwane,Water Supply and Sanitation Department,2024-07,78313,71,1103
Erandwane,Water Supply and Sanitation Department,2024-08,22460,10,2246
Erandwane,Water Supply and Sanitation Department,2024-09,85470,33,2590
Erandwane,Water Supply and Sanitation Department,2024-10,22264,8,2783
Erandwane,Water Supply and Sanitation Department,2024-11,139806,81,1726
Erandwane,Water Supply and Sanitation Department,2024-12,83968,41,2048
Erandwane,Electricity Distribution Department,2024-01,75705,35,2163
Erandwane,Electricity Distribution Department,2024-02,229308,97,2364
Erandwane,Electricity Distribution Department,2024-03,71572,29,2468
Erandwane,Electricity Distribution Department,2024-04,40478,37,1094
Erandwane,Electricity Distribution Department,2024-05,198198,99,2002
Erandwane,Electricity Distribution Department,2024-06,41650,49,850
Erandwane,Electricity Distribution Department,2024-07,7413,7,1059
Erandwane,Electricity Distribution Department,2024-08,83980,76,1105
Erandwane,Electricity Distribution Department,2024-09,148401,99,1499
Erandwane,Electricity Distribution Department,2024-10,188955,65,2907
Erandwane,Electricity Distribution Department,2024-11,36326,41,886
Erandwane,Electricity Distribution Department,2024-12,143468,62,2314
Erandwane,Public Works Department,2024-01,128440,52,2470
Erandwane,Public Works Department,2024-02,31093,59,527
Erandwane,Public Works Department,2024-03,117694,83,1418
Erandwane,Public Works Department,2024-04,235800,100,2358
Erandwane,Public Works Department,2024-05,140556,68,2067
Erandwane,Public Works Department,2024-06,29008,49,592
Erandwane,Public Works Department,2024-07,115416,63,1832
Erandwane,Public Works Department,2024-08,126764,86,1474
Erandwane,Public Works Department,2024-09,20936,8,2617
Erandwane,Public Works Department,2024-10,197032,88,2239
Erandwane,Public Works Department,2024-11,94710,77,1230
Erandwane,Public Works Department,2024-12,173755,59,2945
Erandwane,Environmental Protection Department,2024-01,172774,86,2009
Erandwane,Environmental Protection Department,2024-02,126549,43,2943
Erandwane,Environmental Protection Department,2024-03,21717,9,2413
Erandwane,Environmental Protection Department,2024-04,68535,45,1523
Erandwane,Environmental Protection Department,2024-05,13840,16,865
Erandwane,Environmental Protection Department,2024-06,121363,59,2057
Erandwane,Environmental Protection Department,2024-07,31200,32,975
Erandwane,Environmental Protection Department,2024-08,34448,16,2153
Erandwane,Environmental Protection Department,2024-09,57204,84,681
Erandwane,Environmental Protection Department,2024-10,126900,50,2538
Erandwane,Environmental Protection Department,2024-11,62250,83,750
Erandwane,Environmental Protection Department,2024-12,35280,35,1008
Erandwane,Traffic and Transportation Department,2024-01,48794,31,1574
Erandwane,Traffic and Transportation Department,2024-02,47950,35,1370
Erandwane,Traffic and Transportation Department,2024-03,98943,43,2301
Erandwane,Traffic and Transportation Department,2024-04,18864,8,2358
Erandwane,Traffic and Transportation Department,2024-05,60144,56,1074
Erandwane,Traffic and Transportation Department,2024-06,153174,98,1563
Erandwane,Traffic and Transportation Department,2024-07,16000,8,2000
Erandwane,Traffic and Transportation Department,2024-08,27311,31,881
Erandwane,Traffic and Transportation Department,2024-09,219130,85,2578
Erandwane,Traffic and Transportation Department,2024-10,42300,50,846
Erandwane,Traffic and Transportation Department,2024-11,82656,36,2296
Erandwane,Traffic and Transportation Department,2024-12,189720,68,2790
Erandwane,Environmental Protection Department,2024-01,19314,9,2146
Erandwane,Environmental Protection Department,2024-02,160638,82,1959
Erandwane,Environmental Protection Department,2024-03,128380,49,2620
Erandwane,Environmental Protection Department,2024-04,127920,52,2460
Erandwane,Environmental Protection Department,2024-05,237330,90,2637
Erandwane,Environmental Protection Department,2024-06,69660,36,1935
Erandwane,Environmental Protection Department,2024-07,55784,38,1468
Erandwane,Environmental Protection Department,2024-08,13785,5,2757
Erandwane,Environmental Protection Department,2024-09,38928,16,2433
Erandwane,Environmental Protection Department,2024-10,127413,99,1287
Erandwane,Environmental Protection Department,2024-11,149002,58,2569
Erandwane,Environmental Protection Department,2024-12,71951,31,2321
Erandwane,Urban Forestry and Landscaping Department,2024-01,130086,99,1314
Erandwane,Urban Forestry and Landscaping Department,2024-02,39052,52,751
Erandwane,Urban Forestry and Landscaping Department,2024-03,234962,91,2582
Erandwane,Urban Forestry and Landscaping Department,2024-04,139968,81,1728
Erandwane,Urban Forestry and Landscaping Department,2024-05,234453,93,2521
Erandwane,Urban Forestry and Landscaping Department,2024-06,186320,68,2740
Erandwane,Urban Forestry and Landscaping Department,2024-07,128574,54,2381
Erandwane,Urban Forestry and Landscaping Department,2024-08,46144,28,1648
Erandwane,Urban Forestry and Landscaping Department,2024-09,35334,13,2718
Erandwane,Urban Forestry and Landscaping Department,2024-10,85115,29,2935
Erandwane,Urban Forestry and Landscaping Department,2024-11,71505,45,1589
Erandwane,Urban Forestry and Landscaping Department,2024-12,56888,26,2188
Erandwane,Animal Control and Welfare Department,2024-01,145935,69,2115
Erandwane,Animal Control and Welfare Department,2024-02,16208,8,2026
Erandwane,Animal Control and Welfare Department,2024-03,50388,34,1482
Erandwane,Animal Control and Welfare Department,2024-04,130944,62,2112
Erandwane,Animal Control and Welfare Department,2024-05,88245,45,1961
Erandwane,Animal Control and Welfare Department,2024-06,16960,8,2120
Erandwane,Animal Control and Welfare Department,2024-07,176576,62,2848
Erandwane,Animal Control and Welfare Department,2024-08,87657,61,1437
Erandwane,Animal Control and Welfare Department,2024-09,26010,17,1530
Erandwane,Animal Control and Welfare Department,2024-10,39729,19,2091
Erandwane,Animal Control and Welfare Department,2024-11,106640,43,2480
Erandwane,Animal Control and Welfare Department,2024-12,20332,23,884
Erandwane,Sewerage and Drainage Department,2024-01,67172,28,2399
Erandwane,Sewerage and Drainage Department,2024-02,66816,24,2784
Erandwane,Sewerage and Drainage Department,2024-03,45549,63,723
Erandwane,Sewerage and Drainage Department,2024-04,133650,90,1485
Erandwane,Sewerage and Drainage Department,2024-05,160785,81,1985
Erandwane,Sewerage and Drainage Department,2024-06,19752,8,2469
Erandwane,Sewerage and Drainage Department,2024-07,204113,91,2243
Erandwane,Sewerage and Drainage Department,2024-08,35889,21,1709
Erandwane,Sewerage and Drainage Department,2024-09,61676,34,1814
Erandwane,Sewerage and Drainage Department,2024-10,186975,75,2493
Erandwane,Sewerage and Drainage Department,2024-11,29870,58,515
Erandwane,Sewerage and Drainage Department,2024-12,21088,32,659
Pashan,Municipal Waste Management Department,2024-01,95542,67,1426
Pashan,Municipal Waste Management Department,2024-02,48300,75,644
Pashan,Municipal Waste Management Department,2024-03,18624,32,582
Pashan,Municipal Waste Management Department,2024-04,186105,95,1959
Pashan,Municipal Waste Management Department,2024-05,76112,67,1136
Pashan,Municipal Waste Management Department,2024-06,56327,23,2449
Pashan,Municipal Waste Management Department,2024-07,30016,16,1876
Pashan,Municipal Waste Management Department,2024-08,41384,56,739
Pashan,Municipal Waste Management Department,2024-09,50840,31,1640
Pashan,Municipal Waste Management Department,2024-10,86020,92,935
Pashan,Municipal Waste Management Department,2024-11,217783,89,2447
Pashan,Municipal Waste Management Department,2024-12,98280,36,2730
Pashan,Water Supply and Sanitation Department,2024-01,52740,20,2637
Pashan,Water Supply and Sanitation Department,2024-02,7535,11,685
Pashan,Water Supply and Sanitation Department,2024-03,105952,43,2464
Pashan,Water Supply and Sanitation Department,2024-04,50950,50,1019
Pashan,Water Supply and Sanitation Department,2024-05,142272,52,2736
Pashan,Water Supply and Sanitation Department,2024-06,10535,7,1505
Pashan,Water Supply and Sanitation Department,2024-07,42168,24,1757
Pashan,Water Supply and Sanitation Department,2024-08,59486,49,1214
Pashan,Water Supply and Sanitation Department,2024-09,141300,50,2826
Pashan,Water Supply and Sanitation Department,2024-10,65262,73,894
Pashan,Water Supply and Sanitation Department,2024-11,232802,86,2707
Pashan,Water Supply and Sanitation Department,2024-12,118755,65,1827
Pashan,Electricity Distribution Department,2024-01,79596,44,1809
Pashan,Electricity Distribution Department,2024-02,98070,70,1401
Pashan,Electricity Distribution Department,2024-03,262535,91,2885
Pashan,Electricity Distribution Department,2024-04,42975,45,955
Pashan,Electricity Distribution Department,2024-05,139234,86,1619
Pashan,Electricity Distribution Department,2024-06,44595,45,991
Pashan,Electricity Distribution Department,2024-07,146220,60,2437
Pashan,Electricity Distribution Department,2024-08,90285,65,1389
Pashan,Electricity Distribution Department,2024-09,28800,36,800
Pashan,Electricity Distribution Department,2024-10,52377,51,1027
Pashan,Electricity Distribution Department,2024-11,79520,40,1988
Pashan,Electricity Distribution Department,2024-12,155325,57,2725
Pashan,Public Works Department,2024-01,97635,69,1415
Pashan,Public Works Department,2024-02,53889,69,781
Pashan,Public Works Department,2024-03,23562,21,1122
Pashan,Public Works Department,2024-04,33440,19,1760
Pashan,Public Works Department,2024-05,41960,40,1049
Pashan,Public Works Department,2024-06,95420,52,1835
Pashan,Public Works Department,2024-07,75010,26,2885
Pashan,Public Works Department,2024-08,31242,41,762
Pashan,Public Works Department,2024-09,84480,48,1760
Pashan,Public Works Department,2024-10,91254,67,1362
Pashan,Public Works Department,2024-11,102924,54,1906
Pashan,Public Works Department,2024-12,114108,74,1542
Pashan,Environmental Protection Department,2024-01,41470,29,1430
Pashan,Environmental Protection Department,2024-02,172860,67,2580
Pashan,Environmental Protection Department,2024-03,167025,75,2227
Pashan,Environmental Protection Department,2024-04,157920,60,2632
Pashan,Environmental Protection Department,2024-05,54444,39,1396
Pashan,Environmental Protection Department,2024-06,25350,39,650
Pashan,Environmental Protection Department,2024-07,18360,17,1080
Pashan,Environmental Protection Department,2024-08,223200,75,2976
Pashan,Environmental Protection Department,2024-09,171854,58,2963
Pashan,Environmental Protection Department,2024-10,38430,63,610
Pashan,Environmental Protection Department,2024-11,60412,22,2746
Pashan,Environmental Protection Department,2024-12,126306,54,2339
Pashan,Traffic and Transportation Department,2024-01,123410,82,1505
Pashan,Traffic and Transportation Department,2024-02,30173,11,2743
Pashan,Traffic and Transportation Department,2024-03,55725,75,743
Pashan,Traffic and Transportation Department,2024-04,136515,57,2395
Pashan,Traffic and Transportation Department,2024-05,53485,95,563
Pashan,Traffic and Transportation Department,2024-06,36520,55,664
Pashan,Traffic and Transportation Department,2024-07,15600,6,2600
Pashan,Traffic and Transportation Department,2024-08,36128,32,1129
Pashan,Traffic and Transportation Department,2024-09,97960,40,2449
Pashan,Traffic and Transportation Department,2024-10,171395,59,2905
Pashan,Traffic and Transportation Department,2024-11,40500,50,810
Pashan,Traffic and Transportation Department,2024-12,171684,76,2259
Pashan,Environmental Protection Department,2024-01,22752,36,632
Pashan,Environmental Protection Department,2024-02,21084,28,753
Pashan,Environmental Protection Department,2024-03,103590,45,2302
Pashan,Environmental Protection Department,2024-04,25696,32,803
Pashan,Environmental Protection Department,2024-05,46283,31,1493
Pashan,Environmental Protection Department,2024-06,163372,94,1738
Pashan,Environmental Protection Department,2024-07,20909,29,721
Pashan,Environmental Protection Department,2024-08,48020,35,1372
Pashan,Environmental Protection Department,2024-09,105408,72,1464
Pashan,Environmental Protection Department,2024-10,126588,77,1644
Pashan,Environmental Protection Department,2024-11,147630,57,2590
Pashan,Environmental Protection Department,2024-12,66430,35,1898
Pashan,Urban Forestry and Landscaping Department,2024-01,98164,92,1067
Pashan,Urban Forestry and Landscaping Department,2024-02,107707,37,2911
Pashan,Urban Forestry and Landscaping Department,2024-03,90618,33,2746
Pashan,Urban Forestry and Landscaping Department,2024-04,125742,57,2206
Pashan,Urban Forestry and Landscaping Department,2024-05,27384,42,652
Pashan,Urban Forestry and Landscaping Department,2024-06,44469,27,1647
Pashan,Urban Forestry and Landscaping Department,2024-07,165360,60,2756
Pashan,Urban Forestry and Landscaping Department,2024-08,187440,80,2343
Pashan,Urban Forestry and Landscaping Department,2024-09,210744,72,2927
Pashan,Urban Forestry and Landscaping Department,2024-10,32802,14,2343
Pashan,Urban Forestry and Landscaping Department,2024-11,171976,83,2072
Pashan,Urban Forestry and Landscaping Department,2024-12,128856,91,1416
Pashan,Animal Control and Welfare Department,2024-01,11540,20,577
Pashan,Animal Control and Welfare Department,2024-02,64125,45,1425
Pashan,Animal Control and Welfare Department,2024-03,32070,30,1069
Pashan,Animal Control and Welfare Department,2024-04,37368,36,1038
Pashan,Animal Control and Welfare Department,2024-05,14274,18,793
Pashan,Animal Control and Welfare Department,2024-06,110577,87,1271
Pashan,Animal Control and Welfare Department,2024-07,248985,99,2515
Pashan,Animal Control and Welfare Department,2024-08,64832,64,1013
Pashan,Animal Control and Welfare Department,2024-09,191232,96,1992
Pashan,Animal Control and Welfare Department,2024-10,235316,89,2644
